date,day,5-6scale,7-8scale,9-10scale,11scale,12scale,13-16scale,닭고기 평균 가격
2019-07-18,Thr,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2019-07-17,Wed,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2019-07-16,Tue,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2019-07-15,Mon,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2019-07-13,Sat,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2019-07-12,Fri,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2019-07-11,Thr,"3,267","3,133","2,846","2,738","2,509","2,479","2,829"
2019-07-10,Wed,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2019-07-09,Tue,"2,933","2,815","2,538","2,444","2,220","2,193","2,524"
2019-07-08,Mon,"2,933","2,815","2,538","2,444","2,220","2,193","2,524"
2019-07-06,Sat,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2019-07-05,Fri,"3,267","3,133","2,846","2,738","2,509","2,479","2,829"
2019-07-04,Thr,"3,267","3,133","2,846","2,738","2,509","2,479","2,829"
2019-07-03,Wed,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2019-07-02,Tue,"2,933","2,815","2,538","2,444","2,220","2,193","2,524"
2019-07-01,Mon,"2,933","2,815","2,538","2,444","2,220","2,193","2,524"
2019-06-29,Sat,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2019-06-28,Fri,"3,267","3,133","2,846","2,738","2,509","2,479","2,829"
2019-06-27,Thr,"3,267","3,133","2,846","2,738","2,509","2,479","2,829"
2019-06-26,Wed,"3,267","3,133","2,846","2,738","2,509","2,479","2,829"
2019-06-25,Tue,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2019-06-24,Mon,"2,933","2,815","2,538","2,444","2,220","2,193","2,524"
2019-06-22,Sat,"2,933","2,815","2,538","2,444","2,220","2,193","2,524"
2019-06-21,Fri,"2,933","2,815","2,538","2,444","2,220","2,193","2,524"
2019-06-20,Thr,"2,933","2,815","2,538","2,444","2,220","2,193","2,524"
2019-06-19,Wed,"2,933","2,815","2,538","2,444","2,220","2,193","2,524"
2019-06-18,Tue,"2,933","2,815","2,692","2,591","2,364","2,336","2,622"
2019-06-17,Mon,"3,100","2,974","2,846","2,738","2,509","2,479","2,774"
2019-06-15,Sat,"3,267","3,133","3,000","2,885","2,654","2,621","2,927"
2019-06-14,Fri,"3,267","3,133","3,000","2,885","2,654","2,621","2,927"
2019-06-13,Thr,"3,267","3,133","3,000","2,885","2,654","2,621","2,927"
2019-06-12,Wed,"3,100","2,974","2,846","2,738","2,654","2,621","2,822"
2019-06-11,Tue,"2,933","2,815","2,692","2,591","2,509","2,479","2,670"
2019-06-10,Mon,"2,767","2,656","2,538","2,444","2,364","2,336","2,518"
2019-06-08,Sat,"2,767","2,656","2,538","2,444","2,364","2,336","2,518"
2019-06-07,Fri,"2,767","2,656","2,538","2,444","2,364","2,336","2,518"
2019-06-05,Wed,"2,767","2,656","2,538","2,444","2,364","2,336","2,518"
2019-06-04,Tue,"2,767","2,656","2,538","2,444","2,364","2,336","2,518"
2019-06-03,Mon,"2,767","2,656","2,538","2,444","2,364","2,336","2,518"
2019-06-01,Sat,"2,767","2,656","2,538","2,444","2,364","2,336","2,518"
2019-05-31,Fri,"2,767","2,656","2,538","2,444","2,364","2,336","2,518"
2019-05-30,Thr,"2,767","2,656","2,538","2,444","2,364","2,336","2,518"
2019-05-29,Wed,"2,933","2,815","2,692","2,591","2,509","2,479","2,670"
2019-05-28,Tue,"2,933","2,815","2,692","2,591","2,509","2,479","2,670"
2019-05-27,Mon,"2,933","2,815","2,692","2,591","2,509","2,479","2,670"
2019-05-25,Sat,"2,933","2,815","2,692","2,591","2,509","2,479","2,670"
2019-05-24,Fri,"2,933","2,815","2,692","2,591","2,509","2,479","2,670"
2019-05-23,Thr,"2,767","2,656","2,538","2,444","2,509","2,479","2,566"
2019-05-22,Wed,"2,767","2,656","2,538","2,444","2,509","2,479","2,566"
2019-05-21,Tue,"2,767","2,656","2,538","2,444","2,509","2,479","2,566"
2019-05-20,Mon,"2,767","2,656","2,538","2,444","2,509","2,479","2,566"
2019-05-18,Sat,"2,933","2,815","2,692","2,591","2,654","2,621","2,718"
2019-05-17,Fri,"2,933","2,815","2,692","2,591","2,654","2,621","2,718"
2019-05-16,Thr,"2,933","2,815","2,692","2,591","2,654","2,621","2,718"
2019-05-15,Wed,"3,100","2,974","2,846","2,738","2,654","2,621","2,822"
2019-05-14,Tue,"3,100","2,974","2,846","2,738","2,654","2,621","2,822"
2019-05-13,Mon,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2019-05-11,Sat,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2019-05-10,Fri,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2019-05-09,Thr,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2019-05-08,Wed,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2019-05-07,Tue,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2019-05-04,Sat,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-05-03,Fri,"3,767","3,609","3,462","3,326","3,234","3,193","3,432"
2019-05-02,Thr,"3,767","3,609","3,462","3,326","3,234","3,193","3,432"
2019-05-01,Wed,"3,767","3,609","3,462","3,326","3,234","3,193","3,432"
2019-04-30,Tue,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-04-29,Mon,"3,433","3,291","3,154","3,032","2,944","2,907","3,127"
2019-04-27,Sat,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2019-04-26,Fri,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2019-04-25,Thr,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2019-04-24,Wed,"3,100","2,974","2,846","2,738","2,654","2,621","2,822"
2019-04-23,Tue,"2,933","2,815","2,692","2,591","2,509","2,479","2,670"
2019-04-22,Mon,"3,100","2,974","2,846","2,738","2,654","2,621","2,822"
2019-04-20,Sat,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2019-04-19,Fri,"3,433","3,291","3,154","3,032","2,944","2,907","3,127"
2019-04-18,Thr,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-04-17,Wed,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-04-16,Tue,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-04-15,Mon,"3,433","3,291","3,154","3,032","2,944","2,907","3,127"
2019-04-13,Sat,"3,267","3,133","3,154","3,032","2,944","2,907","3,073"
2019-04-12,Fri,"3,267","3,133","3,154","3,032","2,944","2,907","3,073"
2019-04-11,Thr,"3,267","3,133","3,154","3,032","2,944","2,907","3,073"
2019-04-10,Wed,"3,267","3,133","3,154","3,032","2,944","2,907","3,073"
2019-04-09,Tue,"3,267","3,133","3,154","3,032","2,944","2,907","3,073"
2019-04-08,Mon,"3,433","3,291","3,308","3,179","3,089","3,050","3,225"
2019-04-06,Sat,"3,600","3,450","3,462","3,326","3,234","3,193","3,378"
2019-04-05,Fri,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-04-04,Thr,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-04-03,Wed,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-04-02,Tue,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-04-01,Mon,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-30,Sat,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-29,Fri,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-28,Thr,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-27,Wed,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-26,Tue,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-25,Mon,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-23,Sat,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-22,Fri,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-21,Thr,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-20,Wed,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-19,Tue,"3,767","3,609","3,615","3,474","3,379","3,336","3,530"
2019-03-18,Mon,"3,600","3,450","3,462","3,326","3,234","3,193","3,378"
2019-03-16,Sat,"3,600","3,450","3,308","3,179","3,234","3,193","3,327"
2019-03-15,Fri,"3,600","3,450","3,308","3,179","3,234","3,193","3,327"
2019-03-14,Thr,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-03-13,Wed,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-03-12,Tue,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-03-11,Mon,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-03-09,Sat,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-03-08,Fri,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-03-07,Thr,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-03-06,Wed,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-03-05,Tue,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-03-04,Mon,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-03-02,Sat,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-02-28,Thr,"3,767","3,609","3,462","3,326","3,234","3,193","3,432"
2019-02-27,Wed,"3,767","3,609","3,462","3,326","3,234","3,193","3,432"
2019-02-26,Tue,"3,767","3,609","3,462","3,326","3,234","3,193","3,432"
2019-02-25,Mon,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-02-23,Sat,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-02-22,Fri,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2019-02-21,Thr,"3,433","3,291","3,154","3,032","2,944","2,907","3,127"
2019-02-20,Wed,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2019-02-19,Tue,"3,267","3,133","3,000","2,885","2,654","2,621","2,927"
2019-02-18,Mon,"3,267","3,133","3,000","2,885","2,654","2,621","2,927"
2019-02-16,Sat,"3,433","3,291","3,154","3,032","2,799","2,764","3,079"
2019-02-15,Fri,"3,600","3,450","3,308","3,179","2,944","2,907","3,231"
2019-02-14,Thr,"3,767","3,609","3,462","3,326","3,089","3,050","3,384"
2019-02-13,Wed,"3,767","3,609","3,462","3,326","3,089","3,050","3,384"
2019-02-12,Tue,"3,933","3,767","3,615","3,474","3,234","3,193","3,536"
2019-02-11,Mon,"4,100","3,926","3,769","3,621","3,379","3,336","3,689"
2019-02-09,Sat,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2019-02-08,Fri,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2019-02-07,Thr,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2019-02-02,Sat,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2019-02-01,Fri,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2019-01-31,Thr,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2019-01-30,Wed,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2019-01-29,Tue,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2019-01-28,Mon,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2019-01-26,Sat,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2019-01-25,Fri,"4,267","4,085","3,923","3,768","3,669","3,621","3,889"
2019-01-24,Thr,"4,433","4,244","4,077","3,915","3,814","3,764","4,041"
2019-01-23,Wed,"4,600","4,402","4,231","4,062","3,959","3,907","4,194"
2019-01-22,Tue,"4,767","4,561","4,385","4,209","4,104","4,050","4,346"
2019-01-21,Mon,"4,933","4,720","4,538","4,356","4,249","4,193","4,498"
2019-01-19,Sat,"5,100","4,879","4,538","4,356","4,249","4,193","4,553"
2019-01-18,Fri,"5,100","4,879","4,538","4,356","4,249","4,193","4,553"
2019-01-17,Thr,"5,100","4,879","4,538","4,356","4,249","4,193","4,553"
2019-01-16,Wed,"5,100","4,879","4,538","4,356","4,249","4,193","4,553"
2019-01-15,Tue,"5,267","5,037","4,692","4,503","4,249","4,193","4,657"
2019-01-14,Mon,"5,267","5,037","4,692","4,503","4,249","4,193","4,657"
2019-01-12,Sat,"5,267","5,037","4,692","4,503","4,249","4,193","4,657"
2019-01-11,Fri,"5,267","5,037","4,692","4,503","4,249","4,193","4,657"
2019-01-10,Thr,"5,267","5,037","4,692","4,503","4,249","4,193","4,657"
2019-01-09,Wed,"5,267","5,037","4,692","4,503","4,249","4,193","4,657"
2019-01-08,Tue,"5,100","4,879","4,538","4,356","4,104","4,050","4,505"
2019-01-07,Mon,"4,933","4,720","4,385","4,209","3,959","3,907","4,352"
2019-01-05,Sat,"4,767","4,561","4,231","4,062","3,814","3,764","4,200"
2019-01-04,Fri,"4,767","4,561","4,231","4,062","3,814","3,764","4,200"
2019-01-03,Thr,"4,767","4,561","4,231","4,062","3,814","3,764","4,200"
2019-01-02,Wed,"4,600","4,402","4,077","3,915","3,669","3,621","4,047"
2018-12-31,Mon,"4,600","4,402","4,077","3,915","3,669","3,621","4,047"
2018-12-29,Sat,"4,600","4,402","4,077","3,915","3,669","3,621","4,047"
2018-12-28,Fri,"4,600","4,402","4,077","3,915","3,669","3,621","4,047"
2018-12-27,Thr,"4,600","4,402","4,077","3,915","3,669","3,621","4,047"
2018-12-26,Wed,"4,600","4,402","4,077","3,915","3,669","3,621","4,047"
2018-12-24,Mon,"4,600","4,402","4,077","3,915","3,669","3,621","4,047"
2018-12-22,Sat,"4,600","4,402","4,077","3,915","3,669","3,621","4,047"
2018-12-21,Fri,"4,600","4,402","4,077","3,915","3,669","3,621","4,047"
2018-12-20,Thr,"4,767","4,561","4,231","4,062","3,814","3,764","4,200"
2018-12-19,Wed,"4,767","4,561","4,231","4,062","3,814","3,764","4,200"
2018-12-18,Tue,"4,767","4,561","4,231","4,062","3,814","3,764","4,200"
2018-12-17,Mon,"4,600","4,402","4,077","3,915","3,669","3,621","4,047"
2018-12-15,Sat,"4,433","4,244","3,923","3,768","3,524","3,479","3,895"
2018-12-14,Fri,"4,433","4,244","3,923","3,768","3,524","3,479","3,895"
2018-12-13,Thr,"4,433","4,244","3,923","3,768","3,524","3,479","3,895"
2018-12-12,Wed,"4,433","4,244","3,923","3,768","3,524","3,479","3,895"
2018-12-11,Tue,"4,267","4,085","3,769","3,621","3,379","3,336","3,743"
2018-12-10,Mon,"4,100","3,926","3,615","3,474","3,234","3,193","3,590"
2018-12-08,Sat,"4,100","3,926","3,615","3,474","3,234","3,193","3,590"
2018-12-07,Fri,"4,100","3,926","3,615","3,474","3,234","3,193","3,590"
2018-12-06,Thr,"4,100","3,926","3,615","3,474","3,234","3,193","3,590"
2018-12-05,Wed,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-12-04,Tue,"3,767","3,609","3,308","3,179","2,944","2,907","3,286"
2018-12-03,Mon,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-12-01,Sat,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-11-30,Fri,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-11-29,Thr,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-11-28,Wed,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2018-11-27,Tue,"3,267","3,133","2,846","2,738","2,509","2,479","2,829"
2018-11-26,Mon,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2018-11-24,Sat,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-11-23,Fri,"3,767","3,609","3,308","3,179","2,944","2,907","3,286"
2018-11-22,Thr,"3,767","3,609","3,308","3,179","2,944","2,907","3,286"
2018-11-21,Wed,"3,600","3,450","3,154","3,032","2,944","2,907","3,181"
2018-11-20,Tue,"3,433","3,291","3,000","2,885","2,799","2,764","3,029"
2018-11-19,Mon,"3,267","3,133","2,846","2,738","2,654","2,621","2,877"
2018-11-17,Sat,"3,100","2,974","2,692","2,591","2,509","2,479","2,724"
2018-11-16,Fri,"3,100","2,974","2,692","2,591","2,509","2,479","2,724"
2018-11-15,Thr,"2,933","2,815","2,538","2,444","2,364","2,336","2,572"
2018-11-14,Wed,"2,933","2,815","2,538","2,444","2,364","2,336","2,572"
2018-11-13,Tue,"2,933","2,815","2,538","2,444","2,364","2,336","2,572"
2018-11-12,Mon,"2,933","2,815","2,538","2,444","2,364","2,336","2,572"
2018-11-10,Sat,"3,100","2,974","2,692","2,591","2,509","2,479","2,724"
2018-11-09,Fri,"3,267","3,133","2,846","2,738","2,654","2,621","2,877"
2018-11-08,Thr,"3,267","3,133","2,846","2,738","2,654","2,621","2,877"
2018-11-07,Wed,"3,267","3,133","2,846","2,738","2,654","2,621","2,877"
2018-11-06,Tue,"3,267","3,133","2,846","2,738","2,654","2,621","2,877"
2018-11-05,Mon,"3,433","3,291","3,000","2,885","2,799","2,764","3,029"
2018-11-03,Sat,"3,600","3,450","3,154","3,032","2,944","2,907","3,181"
2018-11-02,Fri,"3,600","3,450","3,154","3,032","2,944","2,907","3,181"
2018-11-01,Thr,"3,600","3,450","3,154","3,032","2,944","2,907","3,181"
2018-10-31,Wed,"3,600","3,450","3,154","3,032","2,944","2,907","3,181"
2018-10-30,Tue,"3,600","3,450","3,154","3,032","2,944","2,907","3,181"
2018-10-29,Mon,"3,767","3,609","3,308","3,179","2,944","2,907","3,286"
2018-10-27,Sat,"3,767","3,609","3,308","3,179","2,944","2,907","3,286"
2018-10-26,Fri,"3,767","3,609","3,308","3,179","2,944","2,907","3,286"
2018-10-25,Thr,"3,767","3,609","3,308","3,179","2,944","2,907","3,286"
2018-10-24,Wed,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-10-23,Tue,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-10-22,Mon,"3,767","3,609","3,308","3,179","2,944","2,907","3,286"
2018-10-20,Sat,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-10-19,Fri,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-10-18,Thr,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-10-17,Wed,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-10-16,Tue,"3,767","3,609","3,308","3,179","2,944","2,907","3,286"
2018-10-15,Mon,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-10-13,Sat,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-10-12,Fri,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-10-11,Thr,"3,767","3,609","3,308","3,179","2,944","2,907","3,286"
2018-10-10,Wed,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-10-08,Mon,"4,100","3,926","3,615","3,474","3,234","3,193","3,590"
2018-10-06,Sat,"4,100","3,926","3,615","3,474","3,234","3,193","3,590"
2018-10-05,Fri,"4,100","3,926","3,615","3,474","3,234","3,193","3,590"
2018-10-04,Thr,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-10-02,Tue,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-10-01,Mon,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-09-29,Sat,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2018-09-28,Fri,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2018-09-27,Thr,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2018-09-22,Sat,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2018-09-21,Fri,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2018-09-20,Thr,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2018-09-19,Wed,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2018-09-18,Tue,"3,267","3,133","2,846","2,738","2,509","2,479","2,829"
2018-09-17,Mon,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-09-15,Sat,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-09-14,Fri,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-09-13,Thr,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-09-12,Wed,"3,267","3,133","2,846","2,738","2,509","2,479","2,829"
2018-09-11,Tue,"3,433","3,291","3,000","2,885","2,654","2,621","2,981"
2018-09-10,Mon,"3,600","3,450","3,154","3,032","2,799","2,764","3,133"
2018-09-08,Sat,"3,767","3,609","3,308","3,179","2,944","2,907","3,286"
2018-09-07,Fri,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-09-06,Thr,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-09-05,Wed,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-09-04,Tue,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-09-03,Mon,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-09-01,Sat,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-08-31,Fri,"3,933","3,767","3,462","3,326","3,089","3,050","3,438"
2018-08-30,Thr,"3,933","3,767","3,462","3,326","3,234","3,193","3,486"
2018-08-29,Wed,"3,933","3,767","3,615","3,474","3,379","3,336","3,584"
2018-08-28,Tue,"3,933","3,767","3,769","3,621","3,524","3,479","3,682"
2018-08-27,Mon,"4,100","3,926","3,923","3,768","3,669","3,621","3,835"
2018-08-25,Sat,"4,267","4,085","4,077","3,915","3,814","3,764","3,987"
2018-08-24,Fri,"4,267","4,085","4,077","3,915","3,814","3,764","3,987"
2018-08-23,Thr,"4,433","4,244","4,077","3,915","3,814","3,764","4,041"
2018-08-22,Wed,"4,433","4,244","4,077","3,915","3,814","3,764","4,041"
2018-08-21,Tue,"4,433","4,244","4,077","3,915","3,814","3,764","4,041"
2018-08-20,Mon,"4,267","4,085","4,077","3,915","3,814","3,764","3,987"
2018-08-18,Sat,"4,267","4,085","4,077","3,915","3,814","3,764","3,987"
2018-08-17,Fri,"4,267","4,085","4,077","3,915","3,814","3,764","3,987"
2018-08-16,Thr,"4,100","3,926","3,923","3,768","3,814","3,764","3,883"
2018-08-14,Tue,"4,100","3,926","3,923","3,768","3,669","3,621","3,835"
2018-08-13,Mon,"4,100","3,926","3,923","3,768","3,669","3,621","3,835"
2018-08-11,Sat,"4,100","3,926","3,923","3,768","3,669","3,621","3,835"
2018-08-10,Fri,"4,100","3,926","3,923","3,768","3,669","3,621","3,835"
2018-08-09,Thr,"4,100","3,926","3,923","3,768","3,669","3,621","3,835"
2018-08-08,Wed,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-08-07,Tue,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-08-06,Mon,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-08-04,Sat,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-08-03,Fri,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-08-02,Thr,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-08-01,Wed,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-07-31,Tue,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-07-30,Mon,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-07-28,Sat,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-07-27,Fri,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-07-26,Thr,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-07-25,Wed,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-07-24,Tue,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-07-23,Mon,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-07-21,Sat,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-07-20,Fri,"4,100","3,926","3,769","3,621","3,524","3,479","3,737"
2018-07-19,Thr,"3,933","3,767","3,615","3,474","3,379","3,336","3,584"
2018-07-18,Wed,"3,767","3,609","3,462","3,326","3,234","3,193","3,432"
2018-07-17,Tue,"3,600","3,450","3,308","3,179","3,089","3,050","3,279"
2018-07-16,Mon,"3,433","3,291","3,154","3,032","2,944","2,907","3,127"
2018-07-14,Sat,"3,433","3,291","3,154","3,032","2,944","2,907","3,127"
2018-07-13,Fri,"3,433","3,291","3,154","3,032","2,944","2,907","3,127"
2018-07-12,Thr,"3,267","3,133","3,000","2,885","2,799","2,764","2,975"
2018-07-11,Wed,"3,100","2,974","2,846","2,738","2,654","2,621","2,822"
2018-07-10,Tue,"3,100","2,974","2,846","2,738","2,654","2,621","2,822"
2018-07-09,Mon,"3,100","2,974","2,846","2,738","2,654","2,621","2,822"
2018-07-07,Sat,"3,100","2,974","2,846","2,738","2,654","2,621","2,822"
2018-07-06,Fri,"3,100","2,974","2,846","2,738","2,654","2,621","2,822"
2018-07-05,Thr,"3,100","2,974","2,846","2,738","2,654","2,621","2,822"
2018-07-04,Wed,"3,267","3,133","3,000","2,885","2,654","2,621","2,927"
2018-07-03,Tue,"3,267","3,133","3,000","2,885","2,654","2,621","2,927"
2018-07-02,Mon,"3,267","3,133","3,000","2,885","2,654","2,621","2,927"
2018-06-30,Sat,"3,267","3,133","3,000","2,885","2,654","2,621","2,927"
2018-06-29,Fri,"3,267","3,133","3,000","2,885","2,654","2,621","2,927"
2018-06-28,Thr,"3,267","3,133","2,846","2,738","2,509","2,479","2,829"
2018-06-27,Wed,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-06-26,Tue,"3,100","2,974","2,692","2,591","2,220","2,193","2,628"
2018-06-25,Mon,"3,100","2,974","2,692","2,591","2,220","2,193","2,628"
2018-06-23,Sat,"3,100","2,974","2,692","2,591","2,220","2,193","2,628"
2018-06-22,Fri,"3,100","2,974","2,692","2,591","2,220","2,193","2,628"
2018-06-21,Thr,"3,100","2,974","2,692","2,591","2,220","2,193","2,628"
2018-06-20,Wed,"3,100","2,974","2,692","2,591","2,220","2,193","2,628"
2018-06-19,Tue,"3,100","2,974","2,692","2,591","2,220","2,193","2,628"
2018-06-18,Mon,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-06-16,Sat,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-06-15,Fri,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-06-14,Thr,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-06-13,Wed,"3,100","2,974","2,692","2,591","2,220","2,193","2,628"
2018-06-12,Tue,"3,100","2,974","2,692","2,591","2,220","2,193","2,628"
2018-06-11,Mon,"3,100","2,974","2,692","2,591","2,220","2,193","2,628"
2018-06-09,Sat,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-06-08,Fri,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-06-07,Thr,"3,100","2,974","2,692","2,591","2,364","2,336","2,676"
2018-06-06,Wed,"2,933","2,815","2,538","2,444","2,220","2,193","2,524"
2018-06-05,Tue,"2,767","2,656","2,385","2,297","2,075","2,050","2,372"
2018-06-04,Mon,"2,767","2,656","2,385","2,297","2,075","2,050","2,372"
2018-06-02,Sat,"2,767","2,656","2,385","2,297","2,075","2,050","2,372"
2018-06-01,Fri,"2,767","2,656","2,385","2,297","2,075","2,050","2,372"
